Month,Department,Budgeted Amount,Actual Spending,Variance,Merchant,Description,Date,Feature
Jan,Sales,13938,11887,-2051,Shell,diesel,2026-07-20,Fuel
Sep,Marketing,14367,15753,1386,Starbucks,food,2024-01-14,Food & Dining
Apr,IT,11334,11125,-209,Starbucks,food,2028-07-16,Food & Dining
Oct,HR,9722,11973,2251,Amazon,online shopping,2027-07-30,Shopping
May,Finance,13032,15189,2157,Apple Store,app purchase,2025-07-01,Digital Services
Nov,Marketing,19508,20652,1144,Netflix,movie subscription,2029-05-01,Entertainment
Feb,HR,17039,16742,-297,Uber,ride,2028-05-20,Transportation
Oct,Sales,8203,8938,735,Uber,ride to work,2023-03-16,Transportation
Aug,HR,8404,7818,-586,Flipkart,online_shopping,2024-05-25,Shopping
Apr,Sales,9258,9249,-9,Flipkart,movie subscription,2025-10-06,Entertainment
Dec,IT,6609,7372,763,McDonald's,meal,2025-07-21,Food & Dining
Mar,Finance,5969,6687,718,Netflix,movie,2028-10-04,Entertainment
Dec,HR,6495,6161,-334,Amazon,online shopping,2027-04-04,Shopping
Sep,Sales,12476,14698,2222,Amazon,movie subscription,2023-03-13,Entertainment
Apr,Operations,13279,13782,503,Apple Store,online shopping,2023-03-06,Shopping
Aug,Marketing,10508,8767,-1741,Shell,petrol,2023-03-13,Fuel
Apr,HR,6147,3167,-2980,Amazon,movie subscription,2026-03-22,Entertainment
Oct,Sales,13355,16246,2891,Uber,travel,2028-01-12,Transportation
Feb,Sales,14818,16339,1521,Starbucks,drinks,2023-12-27,Food & Dining
Jun,Sales,15265,13873,-1392,Starbucks,food,2025-10-16,Food & Dining
Apr,Sales,10066,7427,-2639,Netflix,entertainment,2026-09-10,Entertainment
Jul,Finance,8797,6474,-2323,Apple Store,app purchase,2028-03-21,Digital Services
Nov,Marketing,17952,17311,-641,Netflix,entertainment,2027-12-12,Entertainment
Nov,Sales,8231,9373,1142,Amazon,online shopping,2024-02-29,Shopping
Sep,IT,18772,19531,759,Uber,ride,2023-09-08,Transportation
Feb,Marketing,19757,22572,2815,Shell,diesel,2025-05-21,Fuel
Aug,Sales,14050,16288,2238,Amazon,online shopping,2024-07-10,Shopping
Jan,IT,17119,14170,-2949,Starbucks,coffee,2025-11-15,Food & Dining
Mar,Sales,14134,12555,-1579,Uber,travel,2023-06-15,Transportation
May,Marketing,18541,18845,304,Flipkart,movie subscription,2029-08-18,Entertainment
Jul,Sales,12958,13397,439,Amazon,online_shopping,2026-03-07,Shopping
Jan,Operations,5830,4845,-985,McDonald's,drinks,2025-11-03,Food & Dining
Oct,Marketing,5877,4975,-902,McDonald's,drinks,2029-02-23,Food & Dining
Mar,Sales,9983,10621,638,Uber,ride,2026-01-06,Transportation
Mar,Operations,6792,6536,-256,Shell,diesel,2028-11-12,Fuel
Mar,HR,7184,5477,-1707,Amazon,online_shopping,2028-07-16,Shopping
Jan,IT,5365,3157,-2208,Netflix,entertainment,2023-01-02,Entertainment
May,IT,5961,4820,-1141,Amazon,online shopping,2026-04-05,Shopping
Jun,HR,5768,8019,2251,Uber,ride,2029-02-26,Transportation
May,HR,8873,6797,-2076,Apple Store,online shopping,2024-10-04,Shopping
Mar,Operations,19656,19509,-147,Netflix,monthly subscription,2025-03-18,Subscription
Jun,Marketing,11701,11052,-649,Uber,ride,2026-09-11,Transportation
May,HR,5101,6083,982,McDonald's,drinks,2029-07-20,Food & Dining
Jan,IT,18837,20815,1978,McDonald's,food,2027-07-30,Food & Dining
Sep,IT,17172,14458,-2714,Netflix,entertainment,2023-08-29,Entertainment
Dec,IT,19337,16546,-2791,Amazon,movie subscription,2026-05-17,Entertainment
Nov,IT,9906,10623,717,Shell,fuel purchase,2028-09-08,Fuel
Dec,Marketing,10287,13128,2841,Flipkart,online shopping,2026-11-29,Shopping
Jul,IT,10442,9840,-602,Uber,ride,2023-11-11,Transportation
Nov,HR,19112,18609,-503,Netflix,movie,2026-07-10,Entertainment
Oct,Marketing,15795,18692,2897,Netflix,movie,2028-07-06,Entertainment
May,IT,13279,14405,1126,Apple Store,app purchase,2023-12-23,Digital Services
Sep,HR,15253,16161,908,Amazon,online shopping,2027-07-07,Shopping
Jun,Marketing,12055,13571,1516,Apple Store,app purchase,2028-02-01,Digital Services
Jan,IT,6783,8392,1609,Amazon,movie subscription,2027-11-29,Entertainment
Nov,HR,19416,17827,-1589,McDonald's,meal,2024-12-06,Food & Dining
Sep,IT,7881,6377,-1504,Uber,ride,2027-03-18,Transportation
Feb,Operations,11797,14010,2213,Netflix,entertainment,2024-09-16,Entertainment
Dec,IT,16899,14241,-2658,McDonald's,food,2024-09-18,Food & Dining
Apr,HR,12259,13288,1029,McDonald's,meal,2027-12-31,Food & Dining
Sep,IT,14281,14121,-160,Amazon,movie subscription,2025-01-22,Entertainment
Dec,IT,16666,16596,-70,Shell,diesel,2027-11-12,Fuel
Mar,HR,15683,18103,2420,Apple Store,online shopping,2026-03-01,Shopping
Oct,Operations,18068,17299,-769,Netflix,monthly subscription,2027-01-16,Subscription
Sep,Finance,15614,13612,-2002,Apple Store,app purchase,2026-07-16,Digital Services
Feb,Marketing,17220,14607,-2613,Flipkart,online shopping,2029-10-05,Shopping
Oct,Operations,5225,3794,-1431,Apple Store,app purchase,2024-10-28,Digital Services
Nov,Sales,16351,16731,380,Amazon,online_shopping,2029-02-26,Shopping
Sep,Finance,11270,13841,2571,Netflix,movie,2025-03-30,Entertainment
Jul,HR,6203,7861,1658,Uber,ride to work,2025-07-25,Transportation
Jul,IT,7840,10616,2776,Starbucks,coffee,2023-12-30,Food & Dining
Jul,Finance,6275,9218,2943,Netflix,entertainment,2028-01-16,Entertainment
Jun,HR,17032,17688,656,Flipkart,online_shopping,2028-10-27,Shopping
Sep,HR,19877,21498,1621,Apple Store,app purchase,2028-02-13,Digital Services
Dec,Sales,10298,13166,2868,McDonald's,meal,2028-06-22,Food & Dining
May,Marketing,19387,21657,2270,Netflix,monthly subscription,2027-04-29,Subscription
Mar,Marketing,18257,16669,-1588,Amazon,online_shopping,2028-06-08,Shopping
Nov,IT,7500,9377,1877,Apple Store,online shopping,2029-09-14,Shopping
Nov,Operations,7599,7450,-149,Uber,travel,2023-02-05,Transportation
Nov,HR,7343,9775,2432,Uber,ride,2027-05-06,Transportation
Mar,Finance,10563,7640,-2923,McDonald's,coffee purchase,2028-09-19,Food & Dining
Aug,Sales,16529,15514,-1015,Starbucks,drinks,2024-08-17,Food & Dining
May,Operations,13446,13333,-113,Apple Store,app purchase,2025-09-18,Digital Services
Apr,Finance,14818,16862,2044,Uber,travel,2023-01-30,Transportation
Jan,IT,7929,5046,-2883,Flipkart,online shopping,2026-04-16,Shopping
Jan,Marketing,17389,15563,-1826,McDonald's,food,2028-11-14,Food & Dining
Oct,HR,9030,10285,1255,Flipkart,online_shopping,2024-04-14,Shopping
Jan,Marketing,10280,13055,2775,Amazon,online shopping,2028-12-13,Shopping
Jul,Marketing,19652,18958,-694,Shell,fuel purchase,2029-08-23,Fuel
Jun,Finance,17551,18895,1344,Apple Store,app purchase,2025-10-11,Digital Services
Nov,IT,8373,8927,554,Shell,fuel purchase,2029-10-17,Fuel
Nov,HR,17087,16229,-858,Flipkart,online_shopping,2026-02-06,Shopping
Mar,IT,10215,7803,-2412,Uber,ride,2024-10-19,Transportation
Oct,HR,13830,15965,2135,Uber,ride to work,2026-01-04,Transportation
Jun,Operations,7208,8299,1091,Apple Store,app purchase,2028-02-06,Digital Services
May,Finance,14550,17153,2603,McDonald's,food,2027-06-27,Food & Dining
Jan,Marketing,19378,16568,-2810,Flipkart,online shopping,2026-07-10,Shopping
Apr,Operations,6524,5476,-1048,Flipkart,movie subscription,2025-04-23,Entertainment
Jun,HR,12418,14651,2233,Flipkart,movie subscription,2029-10-27,Entertainment
Oct,Sales,8455,9647,1192,Starbucks,drinks,2024-04-10,Food & Dining
Apr,Operations,6545,3747,-2798,McDonald's,coffee purchase,2025-05-02,Food & Dining
Jan,Sales,19814,21172,1358,Uber,ride,2028-12-19,Transportation
Dec,Marketing,17536,16122,-1414,McDonald's,coffee purchase,2028-04-14,Food & Dining
Jul,Operations,13943,14614,671,Uber,ride,2026-02-14,Transportation
Jan,IT,10097,7597,-2500,Flipkart,online shopping,2023-08-30,Shopping
May,Operations,10581,11785,1204,Apple Store,app purchase,2028-11-10,Digital Services
Jul,Operations,9548,9157,-391,Apple Store,app purchase,2028-03-23,Digital Services
Aug,HR,11128,12440,1312,Flipkart,movie subscription,2024-10-19,Entertainment
May,IT,15890,15471,-419,McDonald's,coffee purchase,2028-05-08,Food & Dining
Aug,IT,9659,7896,-1763,Uber,travel,2025-12-02,Transportation
Oct,IT,5151,6289,1138,McDonald's,food,2023-03-05,Food & Dining
Aug,Operations,5487,6034,547,Shell,diesel,2026-09-20,Fuel
Aug,Marketing,11081,8824,-2257,Apple Store,app purchase,2023-08-25,Digital Services
Nov,HR,6226,4856,-1370,Apple Store,app purchase,2029-09-03,Digital Services
Mar,Operations,9058,8297,-761,Flipkart,movie subscription,2028-09-06,Entertainment
Jan,IT,6181,5816,-365,Shell,fuel purchase,2023-10-28,Fuel
Feb,Marketing,19489,20882,1393,Starbucks,food,2027-11-17,Food & Dining
Dec,HR,7466,7451,-15,McDonald's,drinks,2023-11-12,Food & Dining
Dec,Operations,19442,22170,2728,Shell,fuel purchase,2025-05-19,Fuel
Aug,IT,15726,14240,-1486,Uber,ride to work,2026-02-05,Transportation
Jul,HR,6762,8728,1966,Shell,petrol,2026-10-15,Fuel
Oct,Operations,6173,5367,-806,Uber,travel,2029-06-06,Transportation
Feb,Marketing,6447,5538,-909,Starbucks,drinks,2029-08-12,Food & Dining
Oct,Sales,16865,18414,1549,Apple Store,app purchase,2029-08-26,Digital Services
Dec,Operations,10062,8149,-1913,Apple Store,app purchase,2024-04-01,Digital Services
Jan,Finance,18025,20908,2883,Uber,travel,2028-08-12,Transportation
Dec,Finance,17396,17762,366,Apple Store,app purchase,2029-01-23,Digital Services
Oct,Sales,8461,10817,2356,McDonald's,coffee purchase,2026-07-01,Food & Dining
Aug,Operations,15263,17685,2422,Shell,fuel purchase,2023-12-21,Fuel
Oct,IT,12517,11897,-620,Apple Store,app purchase,2027-08-29,Digital Services
Jan,HR,18597,18570,-27,Uber,ride,2028-04-23,Transportation
May,Operations,9765,7299,-2466,Amazon,online shopping,2024-05-11,Shopping
Jan,Operations,15253,12729,-2524,Starbucks,drinks,2028-02-05,Food & Dining
Nov,Operations,17146,14855,-2291,Amazon,online shopping,2026-08-06,Shopping
Dec,Marketing,17115,18829,1714,McDonald's,drinks,2028-05-03,Food & Dining
Mar,IT,16107,13386,-2721,Netflix,movie subscription,2026-11-08,Entertainment
Sep,IT,16438,15719,-719,Flipkart,online shopping,2026-08-19,Shopping
Feb,Marketing,19485,19397,-88,Starbucks,food,2023-04-28,Food & Dining
Dec,HR,19210,22072,2862,Uber,ride,2026-08-25,Transportation
Nov,Marketing,9166,9575,409,Netflix,movie subscription,2026-09-10,Entertainment
Nov,Operations,9529,6746,-2783,Uber,ride to work,2027-10-01,Transportation
Dec,IT,16750,14719,-2031,Amazon,online_shopping,2029-10-28,Shopping
Jul,IT,11354,10856,-498,Shell,fuel purchase,2024-02-21,Fuel
Jun,Sales,17824,14970,-2854,Netflix,monthly subscription,2024-02-01,Subscription
Mar,HR,16442,17393,951,Uber,travel,2027-08-28,Transportation
Feb,Operations,11726,14493,2767,Amazon,online shopping,2027-05-07,Shopping
Feb,HR,8115,6687,-1428,Uber,ride to work,2028-11-17,Transportation
Oct,HR,12755,14513,1758,Netflix,monthly subscription,2024-07-19,Subscription
Sep,HR,8627,8246,-381,Starbucks,coffee,2029-05-15,Food & Dining
Jun,IT,7288,8029,741,Shell,diesel,2027-11-26,Fuel
Feb,IT,18387,18686,299,Uber,travel,2026-09-14,Transportation
Jul,Marketing,6625,6311,-314,Shell,petrol,2029-07-15,Fuel
Jan,Operations,8933,9336,403,Shell,petrol,2025-11-26,Fuel
Apr,HR,6880,7873,993,Starbucks,food,2024-05-20,Food & Dining
Oct,HR,11855,12855,1000,McDonald's,drinks,2023-05-03,Food & Dining
Apr,Operations,16712,18557,1845,McDonald's,meal,2029-08-19,Food & Dining
Jun,IT,5819,8687,2868,Shell,petrol,2025-09-29,Fuel
Dec,Finance,13996,13530,-466,Shell,fuel purchase,2025-09-01,Fuel
Mar,Operations,14230,12757,-1473,Netflix,movie,2026-07-28,Entertainment
Jan,Operations,13383,13677,294,McDonald's,food,2025-11-19,Food & Dining
Sep,Operations,7420,10342,2922,Apple Store,online shopping,2026-04-06,Shopping
Nov,HR,18749,21518,2769,McDonald's,drinks,2025-03-15,Food & Dining
Oct,Operations,5470,3661,-1809,Shell,fuel purchase,2027-12-09,Fuel
Sep,Finance,14915,13092,-1823,Apple Store,online shopping,2025-01-19,Shopping
May,Marketing,10083,9450,-633,Shell,petrol,2023-07-07,Fuel
Aug,Finance,15615,13890,-1725,Shell,diesel,2027-11-06,Fuel
Aug,Sales,15473,15200,-273,McDonald's,drinks,2027-07-29,Food & Dining
Mar,Operations,15503,13157,-2346,Shell,diesel,2024-06-05,Fuel
Aug,HR,7199,4537,-2662,Flipkart,movie subscription,2028-01-08,Entertainment
May,IT,8276,5504,-2772,Uber,ride to work,2027-01-24,Transportation
Jan,Sales,5407,4222,-1185,McDonald's,drinks,2023-06-17,Food & Dining
May,Sales,18012,17986,-26,Amazon,online_shopping,2028-03-02,Shopping
Jan,IT,6362,5474,-888,Flipkart,online_shopping,2023-12-17,Shopping
Nov,Operations,14694,12709,-1985,Starbucks,food,2026-04-17,Food & Dining
Feb,HR,10357,8348,-2009,Netflix,movie subscription,2024-02-05,Entertainment
Mar,HR,14877,12306,-2571,Uber,ride to work,2029-08-27,Transportation
May,HR,7274,9177,1903,Amazon,online_shopping,2029-09-07,Shopping
Feb,Marketing,5588,3784,-1804,Flipkart,online_shopping,2029-09-11,Shopping
Mar,Finance,14902,14050,-852,Uber,ride to work,2025-09-05,Transportation
Apr,IT,14574,17046,2472,Flipkart,online_shopping,2024-02-03,Shopping
May,IT,13789,11015,-2774,Apple Store,online shopping,2025-11-13,Shopping
Nov,Operations,19130,19817,687,Netflix,movie subscription,2027-01-18,Entertainment
Jul,Marketing,9463,10747,1284,Apple Store,online shopping,2024-09-13,Shopping
Jan,IT,5671,8217,2546,Starbucks,coffee,2025-05-26,Food & Dining
Aug,Marketing,18408,19747,1339,Apple Store,app purchase,2024-07-19,Digital Services
Feb,Marketing,9731,9672,-59,Amazon,movie subscription,2029-06-30,Entertainment
Mar,HR,17366,15145,-2221,Amazon,movie subscription,2023-12-18,Entertainment
Apr,Operations,11541,9782,-1759,Flipkart,online_shopping,2025-09-30,Shopping
Mar,Finance,7601,8673,1072,Flipkart,online_shopping,2027-12-20,Shopping
Aug,Sales,17693,17851,158,Uber,ride,2027-01-04,Transportation
Jan,Sales,17801,16147,-1654,Uber,ride,2027-08-08,Transportation
Jun,Sales,19861,20642,781,Netflix,movie,2024-05-29,Entertainment
Mar,Finance,10980,10186,-794,Amazon,online_shopping,2023-12-23,Shopping
Aug,IT,19916,17196,-2720,Netflix,entertainment,2024-11-19,Entertainment
May,Sales,7262,10182,2920,Amazon,online_shopping,2025-03-29,Shopping
May,IT,15602,17057,1455,Flipkart,online_shopping,2027-05-11,Shopping
Jun,Sales,16412,14107,-2305,McDonald's,food,2026-07-25,Food & Dining
Oct,Operations,7870,7231,-639,Netflix,monthly subscription,2026-08-03,Subscription
Jul,Finance,7186,5187,-1999,Netflix,movie subscription,2028-04-13,Entertainment
Jul,IT,12767,12836,69,Apple Store,online shopping,2027-02-05,Shopping
Nov,HR,19916,18963,-953,Apple Store,app purchase,2024-08-03,Digital Services
Jan,IT,19799,19691,-108,Netflix,movie,2025-12-31,Entertainment
Dec,IT,7983,6104,-1879,Netflix,entertainment,2028-08-17,Entertainment
Sep,Sales,18388,19375,987,Netflix,monthly subscription,2026-09-15,Subscription
Oct,IT,7373,7866,493,Apple Store,online shopping,2027-03-06,Shopping
Oct,IT,14282,12581,-1701,McDonald's,drinks,2024-01-20,Food & Dining
May,Marketing,16632,17737,1105,Uber,ride to work,2029-01-09,Transportation
Nov,Operations,17868,18229,361,Netflix,movie,2028-02-29,Entertainment
Jul,IT,7291,6218,-1073,Flipkart,online shopping,2027-12-06,Shopping
Jan,Sales,16256,14303,-1953,Amazon,movie subscription,2028-12-28,Entertainment
Dec,Finance,10907,10627,-280,Apple Store,online shopping,2029-07-01,Shopping
Mar,Sales,9686,11803,2117,McDonald's,drinks,2023-04-13,Food & Dining
Nov,IT,5429,2983,-2446,Shell,petrol,2028-09-25,Fuel
Apr,Sales,16876,16826,-50,Starbucks,food,2024-09-30,Food & Dining
Aug,Sales,19977,21382,1405,Flipkart,online_shopping,2027-04-17,Shopping
Feb,Sales,12702,14015,1313,McDonald's,meal,2025-11-30,Food & Dining
Mar,Sales,18365,21319,2954,Uber,ride to work,2024-02-26,Transportation
Mar,Sales,7002,4836,-2166,Netflix,monthly subscription,2027-11-10,Subscription
Jan,Operations,7635,7499,-136,Amazon,online shopping,2028-12-03,Shopping
Dec,Operations,16109,17517,1408,Flipkart,movie subscription,2026-05-03,Entertainment
Feb,Marketing,9408,11783,2375,Flipkart,movie subscription,2024-12-28,Entertainment
Feb,Operations,13102,13082,-20,Flipkart,online_shopping,2026-07-31,Shopping
Nov,Finance,13341,13281,-60,Starbucks,coffee,2023-08-10,Food & Dining
Oct,HR,5869,5578,-291,Shell,petrol,2028-01-04,Fuel
Mar,Marketing,5460,2537,-2923,Netflix,movie,2029-07-27,Entertainment
Feb,Sales,14933,12013,-2920,Shell,fuel purchase,2028-12-02,Fuel
Jun,IT,13477,11232,-2245,Netflix,movie subscription,2024-08-26,Entertainment
Feb,HR,13294,11558,-1736,Shell,diesel,2028-10-25,Fuel
May,Operations,13425,14121,696,Uber,travel,2026-05-21,Transportation
Aug,Finance,18284,15897,-2387,Amazon,online shopping,2027-10-20,Shopping
Apr,Finance,18592,19802,1210,Uber,ride,2025-12-17,Transportation
Sep,HR,13353,12774,-579,Netflix,entertainment,2023-05-22,Entertainment
Mar,Marketing,12820,10176,-2644,Netflix,entertainment,2023-09-20,Entertainment
Apr,HR,13034,14283,1249,Apple Store,app purchase,2028-04-08,Digital Services
Feb,Sales,16341,19286,2945,Shell,petrol,2028-10-06,Fuel
May,IT,11006,10860,-146,Starbucks,food,2028-01-06,Food & Dining
Sep,Finance,12278,12395,117,Starbucks,food,2029-03-11,Food & Dining
Aug,Sales,11601,14371,2770,Uber,travel,2027-05-20,Transportation
May,Marketing,5719,6943,1224,McDonald's,coffee purchase,2025-04-02,Food & Dining
Aug,Finance,9760,10764,1004,Amazon,online_shopping,2027-07-26,Shopping
Oct,IT,19217,21496,2279,Amazon,online shopping,2024-09-20,Shopping
Sep,Operations,18051,17187,-864,Amazon,movie subscription,2025-06-10,Entertainment
Dec,Marketing,6953,8274,1321,Apple Store,online shopping,2023-02-02,Shopping
Jun,Operations,7745,5771,-1974,Flipkart,movie subscription,2027-11-18,Entertainment
Dec,Finance,8684,10852,2168,Starbucks,food,2026-04-28,Food & Dining
Jul,Operations,9252,11577,2325,Netflix,entertainment,2027-01-04,Entertainment
Jun,Finance,10706,12100,1394,Starbucks,drinks,2024-07-07,Food & Dining
Dec,IT,12220,14042,1822,Amazon,online_shopping,2025-12-20,Shopping
Nov,Marketing,19391,17433,-1958,Apple Store,online shopping,2024-10-26,Shopping
Jun,Finance,13237,12316,-921,Starbucks,food,2029-10-29,Food & Dining
Nov,IT,11738,13511,1773,Apple Store,online shopping,2028-08-27,Shopping
Aug,Sales,17805,16382,-1423,Apple Store,online shopping,2026-05-04,Shopping
Nov,Operations,8917,9676,759,Shell,diesel,2027-02-25,Fuel
Oct,IT,10619,9155,-1464,McDonald's,food,2026-11-15,Food & Dining
Sep,IT,15578,12797,-2781,McDonald's,coffee purchase,2027-02-25,Food & Dining
Aug,HR,12636,15386,2750,Netflix,movie subscription,2028-12-15,Entertainment
Jan,HR,13632,15190,1558,Apple Store,app purchase,2027-07-27,Digital Services
Jan,Finance,9878,9606,-272,Netflix,movie subscription,2023-04-16,Entertainment
Oct,HR,7431,8108,677,Uber,ride,2023-09-27,Transportation
Jul,Sales,11767,10873,-894,McDonald's,food,2028-09-26,Food & Dining
Jan,HR,11622,9763,-1859,Netflix,monthly subscription,2027-05-26,Subscription
Sep,Operations,9558,12112,2554,Shell,petrol,2023-09-04,Fuel
Jul,Operations,16381,17193,812,Uber,ride to work,2023-08-26,Transportation
Sep,Sales,12960,10033,-2927,Netflix,entertainment,2029-08-13,Entertainment
Apr,Sales,15482,13451,-2031,McDonald's,drinks,2024-08-19,Food & Dining
Apr,Finance,15593,15819,226,Apple Store,app purchase,2026-12-21,Digital Services
Oct,Operations,17569,18537,968,Starbucks,food,2027-11-09,Food & Dining
Dec,Finance,18916,16633,-2283,Shell,fuel purchase,2027-02-18,Fuel
Apr,Operations,6947,6044,-903,Flipkart,online shopping,2028-07-31,Shopping
May,IT,19572,17482,-2090,McDonald's,drinks,2027-12-01,Food & Dining
Nov,Marketing,18488,16063,-2425,Starbucks,food,2023-04-10,Food & Dining
Jul,HR,18874,16491,-2383,Apple Store,app purchase,2027-06-06,Digital Services
Jan,Operations,7607,7662,55,Netflix,monthly subscription,2026-01-05,Subscription
Jul,HR,5545,7090,1545,Amazon,online shopping,2026-02-25,Shopping
Mar,Operations,14106,13939,-167,Apple Store,app purchase,2028-11-28,Digital Services
Jul,Sales,16911,17636,725,Flipkart,online shopping,2023-04-04,Shopping
Sep,Operations,16650,18023,1373,Flipkart,online shopping,2025-09-23,Shopping
