Department,Budgeted Amount,Actual Spending,Variance,Merchant,Description,Date,Category
HR,9707,11308,1601,Amazon,online_shopping,26 January 2030,Shopping
Finance,16669,18464,1795,Shell,fuel purchase,27 January 2030,Fuel
Operations,17916,20191,2275,Netflix,monthly subscription,28 January 2030,Subscription
HR,11031,9606,-1425,Uber,travel,29 January 2030,Transportation
HR,12138,11477,-661,McDonald's,coffee purchase,30 January 2030,Food & Dining
IT,8706,9835,1129,Starbucks,drinks,31 January 2030,Food & Dining
Marketing,19879,22840,2961,Amazon,online_shopping,01 February 2030,Shopping
Finance,9848,8589,-1259,Shell,petrol,02 February 2030,Fuel
Operations,17899,20344,2445,Apple Store,online shopping,03 February 2030,Shopping
HR,14811,16226,1415,Shell,petrol,04 February 2030,Fuel
HR,17908,19406,1498,Shell,fuel purchase,05 February 2030,Fuel
IT,10035,11020,985,McDonald's,coffee purchase,06 February 2030,Food & Dining
Operations,7449,9540,2091,Apple Store,app purchase,07 February 2030,Digital Services
IT,10162,7781,-2381,Amazon,online_shopping,08 February 2030,Shopping
Finance,18748,19271,523,Shell,petrol,09 February 2030,Fuel
Finance,13712,15749,2037,Apple Store,app purchase,10 February 2030,Digital Services
Operations,9862,10169,307,Shell,diesel,11 February 2030,Fuel
Finance,7238,10094,2856,McDonald's,meal,12 February 2030,Food & Dining
Marketing,18668,16541,-2127,Flipkart,online_shopping,13 February 2030,Shopping
Finance,11270,9820,-1450,Starbucks,coffee,14 February 2030,Food & Dining
HR,17717,16242,-1475,Shell,diesel,15 February 2030,Fuel
Operations,9273,9825,552,Starbucks,food,16 February 2030,Food & Dining
Operations,18125,16349,-1776,Starbucks,drinks,17 February 2030,Food & Dining
HR,14428,12127,-2301,Apple Store,app purchase,18 February 2030,Digital Services
Operations,19557,20091,534,Shell,petrol,19 February 2030,Fuel
Marketing,15115,15042,-73,Apple Store,online shopping,20 February 2030,Shopping
Marketing,17093,16176,-917,Shell,petrol,21 February 2030,Fuel
HR,17997,15762,-2235,Uber,ride,22 February 2030,Transportation
Operations,7589,7313,-276,Starbucks,coffee,23 February 2030,Food & Dining
Finance,10861,10630,-231,Uber,travel,24 February 2030,Transportation
Marketing,14027,12003,-2024,Amazon,movie subscription,25 February 2030,Entertainment
HR,15422,13360,-2062,McDonald's,coffee purchase,26 February 2030,Food & Dining
IT,10875,8319,-2556,Flipkart,online_shopping,27 February 2030,Shopping
Sales,10412,9942,-470,McDonald's,drinks,28 February 2030,Food & Dining
IT,17746,18578,832,Amazon,online shopping,01 March 2030,Shopping
IT,14565,13898,-667,Starbucks,food,02 March 2030,Food & Dining
HR,7486,5822,-1664,Uber,ride to work,03 March 2030,Transportation
HR,9443,12270,2827,Apple Store,online shopping,04 March 2030,Shopping
Marketing,12889,12986,97,Amazon,online shopping,05 March 2030,Shopping
Finance,10867,9488,-1379,McDonald's,coffee purchase,06 March 2030,Food & Dining
IT,5531,5721,190,Amazon,movie subscription,07 March 2030,Entertainment
Sales,14955,14426,-529,Apple Store,app purchase,08 March 2030,Digital Services
HR,9186,11488,2302,Flipkart,movie subscription,09 March 2030,Entertainment
HR,16040,17378,1338,Amazon,movie subscription,10 March 2030,Entertainment
IT,17866,15811,-2055,Starbucks,food,11 March 2030,Food & Dining
HR,16382,18484,2102,Starbucks,drinks,12 March 2030,Food & Dining
HR,15322,12337,-2985,Netflix,movie subscription,13 March 2030,Entertainment
HR,12295,10806,-1489,McDonald's,food,14 March 2030,Food & Dining
Operations,17653,15003,-2650,Shell,diesel,15 March 2030,Fuel
Finance,5516,4278,-1238,Amazon,movie subscription,16 March 2030,Entertainment
HR,5476,5148,-328,McDonald's,food,17 March 2030,Food & Dining
Sales,7727,5699,-2028,Netflix,movie,18 March 2030,Entertainment
Marketing,15818,16124,306,Netflix,monthly subscription,19 March 2030,Subscription
Operations,12761,14954,2193,Flipkart,online_shopping,20 March 2030,Shopping
Operations,7201,5010,-2191,Amazon,online shopping,21 March 2030,Shopping
Finance,6776,6323,-453,Shell,diesel,22 March 2030,Fuel
Operations,10107,8183,-1924,Netflix,entertainment,23 March 2030,Entertainment
Marketing,11942,14224,2282,Apple Store,online shopping,24 March 2030,Shopping
Finance,15456,15804,348,Netflix,movie subscription,25 March 2030,Entertainment
Sales,15934,14218,-1716,Starbucks,coffee,26 March 2030,Food & Dining
Finance,5742,8471,2729,Apple Store,app purchase,27 March 2030,Digital Services
IT,18334,17803,-531,Flipkart,online_shopping,28 March 2030,Shopping
Finance,15830,12948,-2882,Apple Store,online shopping,29 March 2030,Shopping
HR,15537,16332,795,Starbucks,food,30 March 2030,Food & Dining
Finance,15375,17377,2002,Flipkart,online_shopping,31 March 2030,Shopping
Marketing,10150,9821,-329,Amazon,online shopping,01 April 2030,Shopping
Sales,8263,10775,2512,Starbucks,food,02 April 2030,Food & Dining
HR,12944,10158,-2786,Netflix,entertainment,03 April 2030,Entertainment
Sales,7477,4739,-2738,Flipkart,movie subscription,04 April 2030,Entertainment
Sales,18915,16930,-1985,McDonald's,food,05 April 2030,Food & Dining
IT,16715,18838,2123,Uber,travel,06 April 2030,Transportation
Sales,11995,11612,-383,Uber,ride,07 April 2030,Transportation
HR,7661,8794,1133,Netflix,movie,08 April 2030,Entertainment
Finance,11055,11529,474,Netflix,monthly subscription,09 April 2030,Subscription
Sales,9038,9127,89,Netflix,movie subscription,10 April 2030,Entertainment
HR,8454,10025,1571,Amazon,online_shopping,11 April 2030,Shopping
Sales,9328,11113,1785,Netflix,movie,12 April 2030,Entertainment
Marketing,14824,13719,-1105,McDonald's,coffee purchase,13 April 2030,Food & Dining
Operations,9019,6066,-2953,Shell,diesel,14 April 2030,Fuel
Operations,9055,11446,2391,McDonald's,food,15 April 2030,Food & Dining
Operations,8058,10653,2595,Shell,diesel,16 April 2030,Fuel
HR,9022,7473,-1549,Starbucks,coffee,17 April 2030,Food & Dining
Sales,5005,3540,-1465,Starbucks,food,18 April 2030,Food & Dining
IT,19638,18799,-839,McDonald's,drinks,19 April 2030,Food & Dining
Marketing,18221,16636,-1585,Netflix,entertainment,20 April 2030,Entertainment
Marketing,13120,12626,-494,Flipkart,online_shopping,21 April 2030,Shopping
Operations,13348,12775,-573,McDonald's,meal,22 April 2030,Food & Dining
IT,6486,9324,2838,McDonald's,meal,23 April 2030,Food & Dining
Finance,9175,7634,-1541,McDonald's,coffee purchase,24 April 2030,Food & Dining
Marketing,13998,13288,-710,McDonald's,drinks,25 April 2030,Food & Dining
IT,17583,14620,-2963,McDonald's,meal,26 April 2030,Food & Dining
Finance,12120,11021,-1099,Uber,ride to work,27 April 2030,Transportation
HR,14634,13026,-1608,Apple Store,online shopping,28 April 2030,Shopping
Marketing,15139,17260,2121,Uber,ride to work,29 April 2030,Transportation
Marketing,14991,15333,342,Amazon,movie subscription,30 April 2030,Entertainment
HR,14347,13716,-631,Shell,petrol,01 May 2030,Fuel
Sales,5361,5637,276,Netflix,movie subscription,02 May 2030,Entertainment
Marketing,5074,2686,-2388,Netflix,movie,03 May 2030,Entertainment
HR,9395,11400,2005,Starbucks,drinks,04 May 2030,Food & Dining
Finance,8147,6165,-1982,McDonald's,meal,05 May 2030,Food & Dining
Finance,12529,14558,2029,Amazon,online_shopping,06 May 2030,Shopping
IT,7778,8684,906,Netflix,movie,07 May 2030,Entertainment
HR,17572,19268,1696,Starbucks,drinks,08 May 2030,Food & Dining
Marketing,15746,16050,304,Amazon,movie subscription,09 May 2030,Entertainment
Sales,6743,5875,-868,Apple Store,app purchase,10 May 2030,Digital Services
IT,12942,13298,356,McDonald's,drinks,11 May 2030,Food & Dining
IT,16035,13163,-2872,Uber,ride to work,12 May 2030,Transportation
Marketing,11252,8893,-2359,Shell,petrol,13 May 2030,Fuel
Marketing,12112,10933,-1179,Flipkart,online shopping,14 May 2030,Shopping
IT,10840,13536,2696,McDonald's,meal,15 May 2030,Food & Dining
HR,17749,18089,340,Starbucks,drinks,16 May 2030,Food & Dining
HR,5274,7096,1822,Shell,fuel purchase,17 May 2030,Fuel
Finance,9242,10931,1689,Netflix,movie subscription,18 May 2030,Entertainment
Sales,14046,13742,-304,Starbucks,food,19 May 2030,Food & Dining
IT,11122,13441,2319,Starbucks,drinks,20 May 2030,Food & Dining
IT,15774,18675,2901,Apple Store,online shopping,21 May 2030,Shopping
HR,15825,15126,-699,Flipkart,online_shopping,22 May 2030,Shopping
Operations,17176,15293,-1883,Flipkart,online_shopping,23 May 2030,Shopping
Finance,13752,13744,-8,Uber,ride,24 May 2030,Transportation
Finance,15603,14567,-1036,Starbucks,coffee,25 May 2030,Food & Dining
Finance,12475,11252,-1223,Shell,fuel purchase,26 May 2030,Fuel
HR,15309,14481,-828,Shell,diesel,27 May 2030,Fuel
Marketing,14370,11628,-2742,Uber,ride,28 May 2030,Transportation
Finance,11156,8922,-2234,Amazon,online_shopping,29 May 2030,Shopping
IT,9973,12184,2211,Apple Store,app purchase,30 May 2030,Digital Services
Sales,19626,19399,-227,Flipkart,online shopping,31 May 2030,Shopping
Sales,16399,14811,-1588,Starbucks,food,01 June 2030,Food & Dining
Marketing,9679,10137,458,Shell,diesel,02 June 2030,Fuel
Marketing,12769,15484,2715,Amazon,online_shopping,03 June 2030,Shopping
Finance,14935,15488,553,Shell,diesel,04 June 2030,Fuel
IT,5224,6599,1375,Amazon,online shopping,05 June 2030,Shopping
Operations,14543,13955,-588,Netflix,movie subscription,06 June 2030,Entertainment
Finance,9713,10826,1113,Shell,petrol,07 June 2030,Fuel
Marketing,8350,8473,123,Netflix,movie subscription,08 June 2030,Entertainment
HR,9815,11741,1926,McDonald's,drinks,09 June 2030,Food & Dining
IT,6298,7786,1488,Netflix,monthly subscription,10 June 2030,Subscription
Operations,6385,4151,-2234,McDonald's,drinks,11 June 2030,Food & Dining
HR,14267,14987,720,Flipkart,online shopping,12 June 2030,Shopping
Finance,15913,18020,2107,Apple Store,online shopping,13 June 2030,Shopping
Sales,12888,14443,1555,McDonald's,drinks,14 June 2030,Food & Dining
Marketing,11181,14089,2908,Shell,petrol,15 June 2030,Fuel
Marketing,9096,6500,-2596,Flipkart,online shopping,16 June 2030,Shopping
HR,7444,5696,-1748,McDonald's,drinks,17 June 2030,Food & Dining
HR,10231,9371,-860,Starbucks,coffee,18 June 2030,Food & Dining
Finance,18941,20650,1709,Apple Store,app purchase,19 June 2030,Digital Services
HR,17628,19269,1641,Uber,travel,20 June 2030,Transportation
Finance,9398,6568,-2830,McDonald's,food,21 June 2030,Food & Dining
Operations,10459,8020,-2439,Apple Store,online shopping,22 June 2030,Shopping
Sales,5072,7226,2154,Flipkart,online_shopping,23 June 2030,Shopping
HR,16986,16008,-978,Uber,ride to work,24 June 2030,Transportation
Finance,9677,7749,-1928,Shell,diesel,25 June 2030,Fuel
IT,16878,18642,1764,McDonald's,drinks,26 June 2030,Food & Dining
Finance,9405,10511,1106,Shell,fuel purchase,27 June 2030,Fuel
Sales,14844,16039,1195,McDonald's,coffee purchase,28 June 2030,Food & Dining
Marketing,10582,13521,2939,McDonald's,meal,29 June 2030,Food & Dining
Sales,13256,13962,706,McDonald's,meal,30 June 2030,Food & Dining
Sales,19949,18487,-1462,Amazon,movie subscription,01 July 2030,Entertainment
Sales,10421,11308,887,Netflix,entertainment,02 July 2030,Entertainment
IT,8395,7773,-622,Flipkart,movie subscription,03 July 2030,Entertainment
Operations,5053,6604,1551,McDonald's,food,04 July 2030,Food & Dining
Marketing,5412,8026,2614,McDonald's,meal,05 July 2030,Food & Dining
Finance,12185,11332,-853,Amazon,online_shopping,06 July 2030,Shopping
Finance,9561,7678,-1883,Netflix,monthly subscription,07 July 2030,Subscription
Sales,13799,15027,1228,Flipkart,movie subscription,08 July 2030,Entertainment
IT,14393,12925,-1468,Flipkart,online_shopping,09 July 2030,Shopping
Marketing,6256,3377,-2879,Amazon,online_shopping,10 July 2030,Shopping
Operations,16619,16638,19,Flipkart,online shopping,11 July 2030,Shopping
HR,15022,17204,2182,Starbucks,food,12 July 2030,Food & Dining
IT,13331,12703,-628,Flipkart,movie subscription,13 July 2030,Entertainment
HR,10840,11431,591,Shell,petrol,14 July 2030,Fuel
Sales,6294,7876,1582,Apple Store,online shopping,15 July 2030,Shopping
Sales,6232,5361,-871,Starbucks,food,16 July 2030,Food & Dining
IT,5122,4642,-480,Netflix,movie,17 July 2030,Entertainment
IT,10045,10339,294,Amazon,online shopping,18 July 2030,Shopping
Marketing,8938,8757,-181,McDonald's,food,19 July 2030,Food & Dining
Finance,15593,18555,2962,Uber,ride to work,20 July 2030,Transportation
Marketing,12033,9288,-2745,McDonald's,food,21 July 2030,Food & Dining
Operations,8933,8373,-560,Netflix,entertainment,22 July 2030,Entertainment
IT,18227,15953,-2274,Apple Store,online shopping,23 July 2030,Shopping
Marketing,8274,8021,-253,Apple Store,app purchase,24 July 2030,Digital Services
HR,10387,12036,1649,McDonald's,meal,25 July 2030,Food & Dining
Operations,15711,17484,1773,Netflix,movie,26 July 2030,Entertainment
Sales,18498,20869,2371,Flipkart,online_shopping,27 July 2030,Shopping
Finance,13085,11187,-1898,Uber,ride to work,28 July 2030,Transportation
Sales,17452,17548,96,Apple Store,app purchase,29 July 2030,Digital Services
Marketing,7867,7569,-298,Uber,ride,30 July 2030,Transportation
Marketing,10002,9911,-91,Shell,fuel purchase,31 July 2030,Fuel
Marketing,10095,10333,238,Shell,diesel,01 August 2030,Fuel
IT,12084,13864,1780,Apple Store,app purchase,02 August 2030,Digital Services
Sales,18465,17356,-1109,Flipkart,online shopping,03 August 2030,Shopping
Operations,14365,11637,-2728,Apple Store,app purchase,04 August 2030,Digital Services
Marketing,5297,5459,162,Uber,travel,05 August 2030,Transportation
Sales,13938,11887,-2051,Shell,diesel,06 August 2030,Fuel
Marketing,14367,15753,1386,Starbucks,food,07 August 2030,Food & Dining
IT,11334,11125,-209,Starbucks,food,08 August 2030,Food & Dining
HR,9722,11973,2251,Amazon,online shopping,09 August 2030,Shopping
Finance,13032,15189,2157,Apple Store,app purchase,10 August 2030,Digital Services
Marketing,19508,20652,1144,Netflix,movie subscription,11 August 2030,Entertainment
HR,17039,16742,-297,Uber,ride,12 August 2030,Transportation
Sales,8203,8938,735,Uber,ride to work,13 August 2030,Transportation
HR,8404,7818,-586,Flipkart,online_shopping,14 August 2030,Shopping
Sales,9258,9249,-9,Flipkart,movie subscription,15 August 2030,Entertainment
IT,6609,7372,763,McDonald's,meal,16 August 2030,Food & Dining
Finance,5969,6687,718,Netflix,movie,17 August 2030,Entertainment
HR,6495,6161,-334,Amazon,online shopping,18 August 2030,Shopping
Sales,12476,14698,2222,Amazon,movie subscription,19 August 2030,Entertainment
Operations,13279,13782,503,Apple Store,online shopping,20 August 2030,Shopping
Marketing,10508,8767,-1741,Shell,petrol,21 August 2030,Fuel
HR,6147,3167,-2980,Amazon,movie subscription,22 August 2030,Entertainment
Sales,13355,16246,2891,Uber,travel,23 August 2030,Transportation
Sales,14818,16339,1521,Starbucks,drinks,24 August 2030,Food & Dining
Sales,15265,13873,-1392,Starbucks,food,25 August 2030,Food & Dining
Sales,10066,7427,-2639,Netflix,entertainment,26 August 2030,Entertainment
Finance,8797,6474,-2323,Apple Store,app purchase,27 August 2030,Digital Services
Marketing,17952,17311,-641,Netflix,entertainment,28 August 2030,Entertainment
Sales,8231,9373,1142,Amazon,online shopping,29 August 2030,Shopping
IT,18772,19531,759,Uber,ride,30 August 2030,Transportation
Marketing,19757,22572,2815,Shell,diesel,31 August 2030,Fuel
Sales,14050,16288,2238,Amazon,online shopping,01 September 2030,Shopping
IT,17119,14170,-2949,Starbucks,coffee,02 September 2030,Food & Dining
Sales,14134,12555,-1579,Uber,travel,03 September 2030,Transportation
Marketing,18541,18845,304,Flipkart,movie subscription,04 September 2030,Entertainment
Sales,12958,13397,439,Amazon,online_shopping,05 September 2030,Shopping
Operations,5830,4845,-985,McDonald's,drinks,06 September 2030,Food & Dining
Marketing,5877,4975,-902,McDonald's,drinks,07 September 2030,Food & Dining
Sales,9983,10621,638,Uber,ride,08 September 2030,Transportation
Operations,6792,6536,-256,Shell,diesel,09 September 2030,Fuel
HR,7184,5477,-1707,Amazon,online_shopping,10 September 2030,Shopping
IT,5365,3157,-2208,Netflix,entertainment,11 September 2030,Entertainment
IT,5961,4820,-1141,Amazon,online shopping,12 September 2030,Shopping
HR,5768,8019,2251,Uber,ride,13 September 2030,Transportation
HR,8873,6797,-2076,Apple Store,online shopping,14 September 2030,Shopping
Operations,19656,19509,-147,Netflix,monthly subscription,15 September 2030,Subscription
Marketing,11701,11052,-649,Uber,ride,16 September 2030,Transportation
HR,5101,6083,982,McDonald's,drinks,17 September 2030,Food & Dining
IT,18837,20815,1978,McDonald's,food,18 September 2030,Food & Dining
IT,17172,14458,-2714,Netflix,entertainment,19 September 2030,Entertainment
IT,19337,16546,-2791,Amazon,movie subscription,20 September 2030,Entertainment
IT,9906,10623,717,Shell,fuel purchase,21 September 2030,Fuel
Marketing,10287,13128,2841,Flipkart,online shopping,22 September 2030,Shopping
IT,10442,9840,-602,Uber,ride,23 September 2030,Transportation
HR,19112,18609,-503,Netflix,movie,24 September 2030,Entertainment
